1768540685.567578 server started (47022): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1768540685.567602 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1768540685.567610 using libevent 2.1.12-stable select
1768540685.567617 using utf8proc 2.11.2
1768540685.567622 using ncurses 6.5 20240427
1768540685.638842 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1768540685.638846 cmd_parse_build_commands 0:3 0:2 0:0: send
1768540685.638849 cmd_parse_build_commands 0:3 0:2 0:1: -X
1768540685.638852 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1768540685.638856 cmd_parse_build_commands 0:3 0:2 0:3: --
1768540685.638859 cmd_parse_build_commands 0:3 0:2 0:4: %%
1768540685.638863 cmd_parse_build_commands 0:0: command-prompt
1768540685.638866 cmd_parse_build_commands 0:1: -p(goto line)
1768540685.638870 cmd_parse_build_commands 0:2 0:0: send
1768540685.638873 cmd_parse_build_commands 0:2 0:1: -X
1768540685.638876 cmd_parse_build_commands 0:2 0:2: goto-line
1768540685.638880 cmd_parse_build_commands 0:2 0:3: --
1768540685.638883 cmd_parse_build_commands 0:2 0:4: %%
1768540685.638887 cmd_parse_build_commands 0:0: send
1768540685.638890 cmd_parse_build_commands 0:1: -X
1768540685.638893 cmd_parse_build_commands 0:2: goto-line
1768540685.638901 cmd_parse_build_commands 0:3: --
1768540685.638904 cmd_parse_build_commands 0:4: %%
1768540685.638909 args_parse_flags: next -X
1768540685.638912 args_parse_flags: -X
1768540685.638915 args_parse_flags: next goto-line
1768540685.638919 args_parse: flags end at 2 of 5
1768540685.638922 args_parse: 2 = goto-line (type STRING)
1768540685.638926 args_parse: 3 = -- (type STRING)
1768540685.638929 args_parse: 4 = %% (type STRING)
1768540685.638936 cmd_parse_build_commands: send-keys -X goto-line -- "%%"
1768540685.638940 args_parse_flags: next -p(goto line)
1768540685.638943 args_parse_flag_argument: -p = (goto line)
1768540685.638947 args_parse: flags end at 2 of 3
1768540685.638953 args_parse: 2 = send-keys -X goto-line -- "%%" (type COMMANDS)
1768540685.638962 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" }
1768540685.638965 args_parse_flags: next -Tcopy-mode-vi
1768540685.638968 args_parse_flag_argument: -T = copy-mode-vi
1768540685.638972 args_parse_flags: next :
1768540685.638975 args_parse: flags end at 2 of 4
1768540685.638978 args_parse: 2 = : (type STRING)
1768540685.638987 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" } (type COMMANDS)
1768540685.638997 cmd_parse_build_commands: bind-key -T copy-mode-vi : { command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" } }
1768540685.639002 cmdq_get_command: [bind-key/0xa1acc8a00] group 2260
1768540685.639006 cmdq_append <global>: [bind-key/0xa1acc8a00]
1768540685.639009 yylex_token: end at WS
1768540685.639012 yylex_token: bind
1768540685.639016 yylex_token: end at WS
1768540685.639020 yylex_token: -Tcopy-mode-vi
1768540685.639023 yylex_token: end at WS
1768540685.639026 yylex_token: ;
1768540685.639030 yylex_token: end at WS
1768540685.639033 yylex_token: send
1768540685.639036 yylex_token: end at WS
1768540685.639039 yylex_token: -X
1768540685.639043 yylex_token: end at WS
1768540685.639046 yylex_token: jump-again
1768540685.639050 cmd_parse_build_commands 0:0: bind
1768540685.639054 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.639057 cmd_parse_build_commands 0:2: ;
1768540685.639060 cmd_parse_build_commands 0:3 0:0: send
1768540685.639064 cmd_parse_build_commands 0:3 0:1: -X
1768540685.639067 cmd_parse_build_commands 0:3 0:2: jump-again
1768540685.639071 cmd_parse_build_commands 0:0: send
1768540685.639074 cmd_parse_build_commands 0:1: -X
1768540685.639078 cmd_parse_build_commands 0:2: jump-again
1768540685.639082 args_parse_flags: next -X
1768540685.639085 args_parse_flags: -X
1768540685.639089 args_parse_flags: next jump-again
1768540685.639092 args_parse: flags end at 2 of 3
1768540685.639095 args_parse: 2 = jump-again (type STRING)
1768540685.639100 cmd_parse_build_commands: send-keys -X jump-again
1768540685.639104 args_parse_flags: next -Tcopy-mode-vi
1768540685.639107 args_parse_flag_argument: -T = copy-mode-vi
1768540685.639111 args_parse_flags: next ;
1768540685.639114 args_parse: flags end at 2 of 4
1768540685.639117 args_parse: 2 = ; (type STRING)
1768540685.639122 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1768540685.639130 cmd_parse_build_commands: bind-key -T copy-mode-vi \\; { send-keys -X jump-again }
1768540685.639134 cmdq_get_command: [bind-key/0xa1acc8b00] group 2272
1768540685.639137 cmdq_append <global>: [bind-key/0xa1acc8b00]
1768540685.639141 yylex_token: end at WS
1768540685.639144 yylex_token: bind
1768540685.639148 yylex_token: end at WS
1768540685.639152 yylex_token: -Tcopy-mode-vi
1768540685.639155 yylex_token: end at WS
1768540685.639158 yylex_token: ?
1768540685.639162 yylex_token: end at WS
1768540685.639165 yylex_token: command-prompt
1768540685.639169 yylex_token: end at WS
1768540685.639172 yylex_token: -T
1768540685.639175 yylex_token: end at WS
1768540685.639179 yylex_token: search
1768540685.639183 yylex_token: end at WS
1768540685.639186 yylex_token: -p(search up)
1768540685.639189 yylex_token: end at WS
1768540685.639192 yylex_token: send
1768540685.639196 yylex_token: end at WS
1768540685.639199 yylex_token: -X
1768540685.639207 yylex_token: end at WS
1768540685.639210 yylex_token: search-backward
1768540685.639213 yylex_token: end at WS
1768540685.639217 yylex_token: --
1768540685.639220 yylex_token: end at WS
1768540685.639223 yylex_token: %%
1768540685.639227 cmd_parse_build_commands 0:0: bind
1768540685.639231 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.639234 cmd_parse_build_commands 0:2: ?
1768540685.639238 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.639241 cmd_parse_build_commands 0:3 0:1: -T
1768540685.639244 cmd_parse_build_commands 0:3 0:2: search
1768540685.639248 cmd_parse_build_commands 0:3 0:3: -p(search up)
1768540685.639251 cmd_parse_build_commands 0:3 0:4 0:0: send
1768540685.639255 cmd_parse_build_commands 0:3 0:4 0:1: -X
1768540685.639258 cmd_parse_build_commands 0:3 0:4 0:2: search-backward
1768540685.639261 cmd_parse_build_commands 0:3 0:4 0:3: --
1768540685.639264 cmd_parse_build_commands 0:3 0:4 0:4: %%
1768540685.639268 cmd_parse_build_commands 0:0: command-prompt
1768540685.639272 cmd_parse_build_commands 0:1: -T
1768540685.639275 cmd_parse_build_commands 0:2: search
1768540685.639278 cmd_parse_build_commands 0:3: -p(search up)
1768540685.639282 cmd_parse_build_commands 0:4 0:0: send
1768540685.639285 cmd_parse_build_commands 0:4 0:1: -X
1768540685.639288 cmd_parse_build_commands 0:4 0:2: search-backward
1768540685.639292 cmd_parse_build_commands 0:4 0:3: --
1768540685.639295 cmd_parse_build_commands 0:4 0:4: %%
1768540685.639299 cmd_parse_build_commands 0:0: send
1768540685.639302 cmd_parse_build_commands 0:1: -X
1768540685.639306 cmd_parse_build_commands 0:2: search-backward
1768540685.639309 cmd_parse_build_commands 0:3: --
1768540685.639312 cmd_parse_build_commands 0:4: %%
1768540685.639317 args_parse_flags: next -X
1768540685.639320 args_parse_flags: -X
1768540685.639323 args_parse_flags: next search-backward
1768540685.639327 args_parse: flags end at 2 of 5
1768540685.639330 args_parse: 2 = search-backward (type STRING)
1768540685.639334 args_parse: 3 = -- (type STRING)
1768540685.639337 args_parse: 4 = %% (type STRING)
1768540685.639344 cmd_parse_build_commands: send-keys -X search-backward -- "%%"
1768540685.639347 args_parse_flags: next -T
1768540685.639351 args_parse_flag_argument: -T = search
1768540685.639354 args_parse_flags: next -p(search up)
1768540685.639358 args_parse_flag_argument: -p = (search up)
1768540685.639361 args_parse: flags end at 4 of 5
1768540685.639367 args_parse: 4 = send-keys -X search-backward -- "%%" (type COMMANDS)
1768540685.639377 cmd_parse_build_commands: command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" }
1768540685.639380 args_parse_flags: next -Tcopy-mode-vi
1768540685.639384 args_parse_flag_argument: -T = copy-mode-vi
1768540685.639387 args_parse_flags: next ?
1768540685.639390 args_parse: flags end at 2 of 4
1768540685.639394 args_parse: 2 = ? (type STRING)
1768540685.639403 args_parse: 3 = command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" } (type COMMANDS)
1768540685.639415 cmd_parse_build_commands: bind-key -T copy-mode-vi ? { command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" } }
1768540685.639420 cmdq_get_command: [bind-key/0xa1acc8c00] group 2280
1768540685.639423 cmdq_append <global>: [bind-key/0xa1acc8c00]
1768540685.639427 yylex_token: end at WS
1768540685.639430 yylex_token: bind
1768540685.639434 yylex_token: end at WS
1768540685.639437 yylex_token: -Tcopy-mode-vi
1768540685.639441 yylex_token: end at WS
1768540685.639444 yylex_token: A
1768540685.639447 yylex_token: end at WS
1768540685.639450 yylex_token: send
1768540685.639454 yylex_token: end at WS
1768540685.639457 yylex_token: -X
1768540685.639461 yylex_token: end at WS
1768540685.639465 yylex_token: append-selection-and-cancel
1768540685.639469 cmd_parse_build_commands 0:0: bind
1768540685.639472 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.639476 cmd_parse_build_commands 0:2: A
1768540685.639479 cmd_parse_build_commands 0:3 0:0: send
1768540685.639491 cmd_parse_build_commands 0:3 0:1: -X
1768540685.639494 cmd_parse_build_commands 0:3 0:2: append-selection-and-cancel
1768540685.639498 cmd_parse_build_commands 0:0: send
1768540685.639502 cmd_parse_build_commands 0:1: -X
1768540685.639505 cmd_parse_build_commands 0:2: append-selection-and-cancel
1768540685.639509 args_parse_flags: next -X
1768540685.639513 args_parse_flags: -X
1768540685.639516 args_parse_flags: next append-selection-and-cancel
1768540685.639520 args_parse: flags end at 2 of 3
1768540685.639523 args_parse: 2 = append-selection-and-cancel (type STRING)
1768540685.639529 cmd_parse_build_commands: send-keys -X append-selection-and-cancel
1768540685.639532 args_parse_flags: next -Tcopy-mode-vi
1768540685.639536 args_parse_flag_argument: -T = copy-mode-vi
1768540685.639539 args_parse_flags: next A
1768540685.639542 args_parse: flags end at 2 of 4
1768540685.639546 args_parse: 2 = A (type STRING)
1768540685.639551 args_parse: 3 = send-keys -X append-selection-and-cancel (type COMMANDS)
1768540685.639559 cmd_parse_build_commands: bind-key -T copy-mode-vi A { send-keys -X append-selection-and-cancel }
1768540685.639563 cmdq_get_command: [bind-key/0xa1acc8d00] group 2292
1768540685.639567 cmdq_append <global>: [bind-key/0xa1acc8d00]
1768540685.639570 yylex_token: end at WS
1768540685.639574 yylex_token: bind
1768540685.639578 yylex_token: end at WS
1768540685.639581 yylex_token: -Tcopy-mode-vi
1768540685.639584 yylex_token: end at WS
1768540685.639587 yylex_token: B
1768540685.639591 yylex_token: end at WS
1768540685.639594 yylex_token: send
1768540685.639597 yylex_token: end at WS
1768540685.639600 yylex_token: -X
1768540685.639605 yylex_token: end at WS
1768540685.639608 yylex_token: previous-space
1768540685.639612 cmd_parse_build_commands 0:0: bind
1768540685.639615 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.639618 cmd_parse_build_commands 0:2: B
1768540685.639622 cmd_parse_build_commands 0:3 0:0: send
1768540685.639625 cmd_parse_build_commands 0:3 0:1: -X
1768540685.639629 cmd_parse_build_commands 0:3 0:2: previous-space
1768540685.639633 cmd_parse_build_commands 0:0: send
1768540685.639636 cmd_parse_build_commands 0:1: -X
1768540685.639639 cmd_parse_build_commands 0:2: previous-space
1768540685.639644 args_parse_flags: next -X
1768540685.639647 args_parse_flags: -X
1768540685.639650 args_parse_flags: next previous-space
1768540685.639653 args_parse: flags end at 2 of 3
1768540685.639657 args_parse: 2 = previous-space (type STRING)
1768540685.639662 cmd_parse_build_commands: send-keys -X previous-space
1768540685.639666 args_parse_flags: next -Tcopy-mode-vi
1768540685.639669 args_parse_flag_argument: -T = copy-mode-vi
1768540685.639672 args_parse_flags: next B
1768540685.639675 args_parse: flags end at 2 of 4
1768540685.639679 args_parse: 2 = B (type STRING)
1768540685.639684 args_parse: 3 = send-keys -X previous-space (type COMMANDS)
1768540685.639691 cmd_parse_build_commands: bind-key -T copy-mode-vi B { send-keys -X previous-space }
1768540685.639696 cmdq_get_command: [bind-key/0xa1acc8e00] group 2300
1768540685.639699 cmdq_append <global>: [bind-key/0xa1acc8e00]
1768540685.639703 yylex_token: end at WS
1768540685.639706 yylex_token: bind
1768540685.639710 yylex_token: end at WS
1768540685.639713 yylex_token: -Tcopy-mode-vi
1768540685.639717 yylex_token: end at WS
1768540685.639720 yylex_token: D
1768540685.639723 yylex_token: end at WS
1768540685.639726 yylex_token: send
1768540685.639730 yylex_token: end at WS
1768540685.639733 yylex_token: -X
1768540685.639738 yylex_token: end at WS
1768540685.639741 yylex_token: copy-pipe-end-of-line-and-cancel
1768540685.639745 cmd_parse_build_commands 0:0: bind
1768540685.639749 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.639752 cmd_parse_build_commands 0:2: D
1768540685.639755 cmd_parse_build_commands 0:3 0:0: send
1768540685.639759 cmd_parse_build_commands 0:3 0:1: -X
1768540685.639762 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1768540685.639766 cmd_parse_build_commands 0:0: send
1768540685.639769 cmd_parse_build_commands 0:1: -X
1768540685.639777 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1768540685.639781 args_parse_flags: next -X
1768540685.639784 args_parse_flags: -X
1768540685.639788 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1768540685.639791 args_parse: flags end at 2 of 3
1768540685.639795 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1768540685.639801 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1768540685.639804 args_parse_flags: next -Tcopy-mode-vi
1768540685.639808 args_parse_flag_argument: -T = copy-mode-vi
1768540685.639811 args_parse_flags: next D
1768540685.639814 args_parse: flags end at 2 of 4
1768540685.639817 args_parse: 2 = D (type STRING)
1768540685.639823 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1768540685.639831 cmd_parse_build_commands: bind-key -T copy-mode-vi D { send-keys -X copy-pipe-end-of-line-and-cancel }
1768540685.639836 cmdq_get_command: [bind-key/0xa1acc8f00] group 2308
1768540685.639839 cmdq_append <global>: [bind-key/0xa1acc8f00]
1768540685.639843 yylex_token: end at WS
1768540685.639846 yylex_token: bind
1768540685.639850 yylex_token: end at WS
1768540685.639853 yylex_token: -Tcopy-mode-vi
1768540685.639856 yylex_token: end at WS
1768540685.639860 yylex_token: E
1768540685.639863 yylex_token: end at WS
1768540685.639866 yylex_token: send
1768540685.639869 yylex_token: end at WS
1768540685.639873 yylex_token: -X
1768540685.639877 yylex_token: end at WS
1768540685.639880 yylex_token: next-space-end
1768540685.639884 cmd_parse_build_commands 0:0: bind
1768540685.639887 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.639890 cmd_parse_build_commands 0:2: E
1768540685.639894 cmd_parse_build_commands 0:3 0:0: send
1768540685.639897 cmd_parse_build_commands 0:3 0:1: -X
1768540685.639900 cmd_parse_build_commands 0:3 0:2: next-space-end
1768540685.639904 cmd_parse_build_commands 0:0: send
1768540685.639907 cmd_parse_build_commands 0:1: -X
1768540685.639911 cmd_parse_build_commands 0:2: next-space-end
1768540685.639915 args_parse_flags: next -X
1768540685.639918 args_parse_flags: -X
1768540685.639922 args_parse_flags: next next-space-end
1768540685.639925 args_parse: flags end at 2 of 3
1768540685.639929 args_parse: 2 = next-space-end (type STRING)
1768540685.639934 cmd_parse_build_commands: send-keys -X next-space-end
1768540685.639937 args_parse_flags: next -Tcopy-mode-vi
1768540685.639941 args_parse_flag_argument: -T = copy-mode-vi
1768540685.639944 args_parse_flags: next E
1768540685.639947 args_parse: flags end at 2 of 4
1768540685.639950 args_parse: 2 = E (type STRING)
1768540685.639955 args_parse: 3 = send-keys -X next-space-end (type COMMANDS)
1768540685.639963 cmd_parse_build_commands: bind-key -T copy-mode-vi E { send-keys -X next-space-end }
1768540685.639967 cmdq_get_command: [bind-key/0xa1acc9000] group 2316
1768540685.639970 cmdq_append <global>: [bind-key/0xa1acc9000]
1768540685.639974 yylex_token: end at WS
1768540685.639977 yylex_token: bind
1768540685.639981 yylex_token: end at WS
1768540685.639985 yylex_token: -Tcopy-mode-vi
1768540685.639988 yylex_token: end at WS
1768540685.639991 yylex_token: F
1768540685.639995 yylex_token: end at WS
1768540685.639998 yylex_token: command-prompt
1768540685.640003 yylex_token: end at WS
1768540685.640006 yylex_token: -1p(jump backward)
1768540685.640009 yylex_token: end at WS
1768540685.640013 yylex_token: send
1768540685.640016 yylex_token: end at WS
1768540685.640019 yylex_token: -X
1768540685.640023 yylex_token: end at WS
1768540685.640026 yylex_token: jump-backward
1768540685.640030 yylex_token: end at WS
1768540685.640033 yylex_token: --
1768540685.640036 yylex_token: end at WS
1768540685.640039 yylex_token: %%
1768540685.640043 cmd_parse_build_commands 0:0: bind
1768540685.640047 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.640050 cmd_parse_build_commands 0:2: F
1768540685.640054 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.640057 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1768540685.640064 cmd_parse_build_commands 0:3 0:2 0:0: send
1768540685.640068 cmd_parse_build_commands 0:3 0:2 0:1: -X
1768540685.640071 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1768540685.640075 cmd_parse_build_commands 0:3 0:2 0:3: --
1768540685.640078 cmd_parse_build_commands 0:3 0:2 0:4: %%
1768540685.640082 cmd_parse_build_commands 0:0: command-prompt
1768540685.640085 cmd_parse_build_commands 0:1: -1p(jump backward)
1768540685.640089 cmd_parse_build_commands 0:2 0:0: send
1768540685.640092 cmd_parse_build_commands 0:2 0:1: -X
1768540685.640096 cmd_parse_build_commands 0:2 0:2: jump-backward
1768540685.640099 cmd_parse_build_commands 0:2 0:3: --
1768540685.640102 cmd_parse_build_commands 0:2 0:4: %%
1768540685.640106 cmd_parse_build_commands 0:0: send
1768540685.640109 cmd_parse_build_commands 0:1: -X
